ticket_id,product,priority,status,short_description,description,closed_notes
TKT-00519,Smartsheet,P2,Closed,Permission denied when delete file,Permission denied when delete file. User has tried updating without success.,Escalated to specialist team. Resolution: file replaced.
TKT-00520,SharePoint,P3,Closed,Need help with account problem,Need help with account problem. This is impacting daily workflow.,Fixed account locked. Tested successfully with user.
TKT-00521,Email,P4,Closed,expired problem preventing access to Email,expired problem preventing access to Email. Error occurs when attempting to reset. login also affected.,Escalated to specialist team. Resolution: expired replaced.
TKT-00522,SharePoint,P2,Closed,expired issue preventing access to SharePoint,expired issue preventing access to SharePoint. User reports expired failure affecting productivity.,Escalated to vendor support. Resolution: login replaced.
TKT-00523,OneDrive,P2,Closed,OneDrive timeout when searching,OneDrive timeout when searching. This is impacting team collaboration.,Deployed patch. Issue no longer occurring.
TKT-00524,Smartsheet,P1,Closed,Smartsheet unavailable due to connection problem,Smartsheet unavailable due to connection problem. Error occurs when attempting to establish. firewall also affected.,Corrected latency failure. Tested successfully with user.
TKT-00525,Teams,P1,Closed,Teams freeze and performance,Teams freeze and performance. User reports unresponsive performance affecting productivity.,Escalated to vendor support. Resolution: hang replaced.
TKT-00526,Excel,P3,Closed,Excel loading when saving,Excel loading when saving. User has tried restarting without success.,Resolved by updating loading. User confirmed fixed.
TKT-00527,OneDrive,P2,Closed,OneDrive timeout when searching,OneDrive timeout when searching. This is impacting project deadlines.,Escalated to specialist team. Resolution: timeout updated.
TKT-00528,Outlook,P4,Closed,Request to login reset for user account,Request to login reset for user account. User has tried reinstalling without success.,Resolved by reinstalling reset. User confirmed working.
TKT-00529,SharePoint,P3,Closed,User unable to access due to locked password,User unable to access due to locked password. User reports two-factor issue affecting productivity.,Corrected login issue. Tested successfully with user.
TKT-00530,Smartsheet,P2,Closed,Smartsheet unavailable due to network problem,Smartsheet unavailable due to network problem. User reports offline failure affecting productivity.,Fixed offline dropped. Tested successfully with user.
TKT-00531,SharePoint,P4,Closed,Request to unlock MFA for user account,Request to unlock MFA for user account. User reports two-factor locked affecting productivity.,Resolved by reinstalling MFA. User confirmed working.
TKT-00532,SharePoint,P3,Closed,Issue with receive delivery,Issue with receive delivery. User reports email loading affecting productivity.,Implemented fix. Issue no longer occurring.
TKT-00533,OneDrive,P1,Closed,password problem preventing access to OneDrive,password problem preventing access to OneDrive. User has tried restarting without success.,Escalated to specialist team. Resolution: password replaced.
TKT-00534,SharePoint,P1,Closed,printer failure requiring support,printer failure requiring support. Error occurs when attempting to functioning. dock and display also affected.,Resolved by reconfiguring printer. User confirmed resolved.
TKT-00535,SharePoint,P1,Closed,Unable to upload share in SharePoint,Unable to upload share in SharePoint. This is impacting team collaboration.,Escalated to tier 2. Resolution: document reconfigured.
TKT-00536,SharePoint,P1,Closed,Need assistance with delegate view,Need assistance with delegate view. User has tried updating without success.,Resolved receive synchronization. Tested successfully with user.
TKT-00537,OneDrive,P3,Closed,OneDrive crash and problem,OneDrive crash and problem. Error occurs when attempting to opening. unresponsive and delay and timeout also affected.,Resolved by reconfiguring crash. User confirmed working.
TKT-00538,SharePoint,P4,Closed,installation issue when attempting install,installation issue when attempting install. User has tried clearing cache without success.,Fixed software problem. Tested successfully with user.
TKT-00539,Smartsheet,P2,Closed,Cannot receive inbox in Smartsheet,Cannot receive inbox in Smartsheet. Error occurs when attempting to receive. sync and appointment and email also affected.,Resolved by reinstalling inbox. User confirmed resolved.
TKT-00540,Email,P4,Closed,download error when trying to upload,download error when trying to upload. User has tried restarting without success.,Resolved by resetting download. User confirmed working.
TKT-00541,Smartsheet,P4,Closed,Cannot connect due to disconnect timeout,Cannot connect due to disconnect timeout. Error occurs when attempting to access. connectivity also affected.,Corrected latency unstable. Tested successfully with user.
TKT-00542,Outlook,P4,Closed,two-factor expired preventing access to Outlook,two-factor expired preventing access to Outlook. User reports reset locked affecting productivity.,Resolved by resetting two-factor. User confirmed resolved.
TKT-00543,Teams,P1,Closed,Teams delay and behavior,Teams delay and behavior. User reports freeze behavior affecting productivity.,Resolved by reconfiguring delay. User confirmed resolved.
TKT-00544,Email,P2,Closed,export not generate correctly,export not generate correctly. Error occurs when attempting to export. dataset also affected.,Resolved dataset incomplete. Tested successfully with user.
TKT-00545,Email,P4,Closed,Android error with Email,Android error with Email. Error occurs when attempting to access. phone also affected.,Escalated to tier 2. Resolution: remote updated.
TKT-00546,Teams,P1,Closed,meeting not forward properly,meeting not forward properly. User has tried restarting without success.,Applied patch. Issue no longer occurring.
TKT-00547,Smartsheet,P4,Closed,Unable to share folder in Smartsheet,Unable to share folder in Smartsheet. Error occurs when attempting to edit. document also affected.,Fixed sync error. Tested successfully with user.
TKT-00548,OneDrive,P4,Closed,VPN error affecting OneDrive access,VPN error affecting OneDrive access. This is impacting project deadlines.,Resolved by resetting VPN. User confirmed working.
TKT-00549,OneDrive,P4,Closed,Cannot sync out-of-office in OneDrive,Cannot sync out-of-office in OneDrive. User has tried clearing cache without success.,Escalated to tier 2. Resolution: email reconfigured.
TKT-00550,Outlook,P1,Closed,Need help with MFA problem,Need help with MFA problem. This is impacting daily workflow.,Escalated to specialist team. Resolution: credential updated.
TKT-00551,Excel,P3,Closed,Request access to access in Excel,Request access to access in Excel. Error occurs when attempting to move. download and document also affected.,Escalated to specialist team. Resolution: file updated.
TKT-00552,Excel,P3,Closed,Cannot sync out-of-office in Excel,Cannot sync out-of-office in Excel. User has tried reinstalling without success.,Resolved by reconfiguring out-of-office. User confirmed working.
TKT-00553,PowerBI,P4,Closed,permission failure when trying to move,permission failure when trying to move. Error occurs when attempting to delete. file also affected.,Resolved by resetting permission. User confirmed working.
TKT-00554,Excel,P3,Closed,Cannot connect due to network dropped,Cannot connect due to network dropped. This is impacting daily workflow.,Deployed update. Issue no longer occurring.
TKT-00555,OneDrive,P1,Closed,Need assistance with calendar sync,Need assistance with calendar sync. User reports delegate display affecting productivity.,Escalated to specialist team. Resolution: receive updated.
TKT-00556,OneDrive,P3,Closed,Request access to document in OneDrive,Request access to document in OneDrive. User reports denied missing affecting productivity.,Applied patch. Issue no longer occurring.
